"","response","email","date","site","initials","number","camera","first_photo","gps_n","gps_w","slope","aspect","height_ft","seedling_or_adult","dbh_cm","adult_crown_class","adult_dead_or_alive","dead_adult_base_epicormics","dead_adult_trunk_epicormics","dead_adult_canker_presence","dead_adult_canker_base","dead_adult_canker_1st9ft","dead_adult_canker_1stlivebranch","dead_adult_girdle","producing_seed","adult_percent_live_canopy","live_adult_base_epicormics","live_adult_trunk_epicormics","live_adult_canker_presence","live_adult_callus_presence","live_adult_canker_base","live_adult_canker_1st9ft","live_adult_canker_1stlivebranch","live_adult_girdle","live_adult_purdue_canker_rating","live_adult_purdue_canopy_ranking","densi_n","densi_e","densi_s","densi_w","basal_diameter_mm","seedling_damage","seedling_previous_stem_count","seedling_germ_yr","seedling_dead_or_alive","dead_seedling_canker_presence","seedling_percent_live_canopy","live_seedling_canker_presence","live_seedling_callus_presence","seedling_canker_base","seedling_canker_stem","seedling_girdle","seed_count","seed_bunch_size","terminal_bud","leaf_scar","lenticels","twig_hairs","riparian_or_upland","associate_trees","competition","other_competition","last_photo","notes","hybrid_visibility","Column.67","IGNORE.1","Ignore.2","ignore.3","ignore.4","ignore.5","ignore.6","ignore.7","ignore.8","Column.77","hickory","dogwood","black.walnut","white.pine","red.cedar","white.cedar","malus","buckthorn","ash","elm","mulberry","basswood","sumac","honeysuckle","elderberry","prunus","lilac","boxelder","maple","hackberry","butternut","oak","poplar","hazelnut","beech","gooseberry","spruce","birch","seedling_damage.1","Column.105"
"208",376,"kyliereroth@gmail.com","9/5/2025","ILM","BU","576","SonyHX90V",2283,44.88341,-73.3331,0,"",1.92,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,0,0,5,3,10.12,"",1,2024,"Dead","N",NA,"","",NA,NA,NA,"","",NA,"","","","upland","box elder, red cedar, maple, ash, hickory","None apparent","",2287,"collected by kylie","N",NA,"boxelder","red cedar","maple","ash","hickory","","","",NA,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"",""
"209",377,"kyliereroth@gmail.com","9/5/2025","ILM","BU","577","SonyHX90V",2288,44.88343,-73.3332,0,"",7,"Adult",0.9,"Suppressed","Alive","","","",NA,NA,NA,NA,"No",95,"N","N","Y","Yes",5,NA,5,40,1,1,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, boxelder, ash, butternut, maple, buckthorn","Other","red cedar",2295,"collected by kylie","Y",NA,"red cedar","boxelder","ash","butternut","maple","buckthorn","","",NA,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,"",""
"210",378,"kyliereroth@gmail.com","9/11/2025","ILM","BU","579","SonyHX90V",4244,44.88337,-73.3313,3,"N",1.04,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,17,20,38,53,8.14,"Vole (nibbling on the bark)",0,2023,"Alive","",20,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","buckthorn, red cedar, elm, honeysuckle","None apparent","",4267,"collected by kylie","Y",NA,"buckthorn","red cedar","elm","honeysuckle","","","","",NA,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Vole (nibbling on the bark)",""
"211",100,"cdellolio@mortonarb.org","9/10/2025","ILM","Bu","580","SonyHX90V",3952,44.88629,-73.3271,0,"",0.35,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,48,20,96,89,4.05,"Deer browse",0,2024,"Dead","N",NA,"","",NA,NA,NA,"","",NA,"","","","upland","Ash, elm, sumac (but in a pot so kind of irrelevant)","None apparent","",3956,"In a pot/planted; 2 dead branches off stem. collected by Kylie","N",NA,"","","","","","","","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deer browse",""
"212",379,"kyliereroth@gmail.com","9/11/2025","ILM","BU","581","SonyHX90V",4325,44.883451,-73.333091,0,"",1.66,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,56,1,0,6,8.27,"",1,2023,"Alive","",65,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","sugar maple, bitternut hickory","None apparent","",4339,"collected by kylie","Y",NA,"maple","hickory","","","","","","",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",""
"213",380,"kyliereroth@gmail.com","9/5/2025","ILM","BU","582","SonyHX90V",2296,44.8835,-73.3333,0,"",15,"Adult",4.5,"Intermediate","Alive","","","",NA,NA,NA,NA,"No",95,"Y","N","Y","Yes",0,NA,20,45,1,1,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"0","0","1","upland","buckthorn, boxelder, red cedar, maple, ash","Other","red cedar",2305,"collected by kylie ","Y",NA,"buckthorn","boxelder","red cedar","maple","ash","","","",NA,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"",""
"214",89,"cdellolio@mortonarb.org","9/10/2025","ILM","Bu","586","SonyHX90V",3901,44.88579,-73.329,0,"",48,"Adult",25.8,"Intermediate","Alive","","","",NA,NA,NA,NA,"Unknown (unable to see)",70,"Y","N","Y","Yes",50,55,55,50,3.5,3,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"0","0","0","upland","Red cedar, ash, white pine, elm","Vines on the tree, Other","Ash tree",3915,"collected by Kylie","Y",NA,"red cedar","ash","white pine","elm","","","","",NA,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"215",91,"cdellolio@mortonarb.org","9/10/2025","ILM","Bu","587","SonyHX90V",3916,44.88567,-73.3293,0,"",45,"Adult",37.5,"Dominant","Alive","","","",NA,NA,NA,NA,"Unknown (unable to see)",100,"N","N","Y","Yes",15,15,10,30,3,1.5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","Buckthorn, red cedar, elm, ash","None apparent","",3924,"collected by Kylie","N",NA,"buckthorn","red cedar","elm","ash","","","","",NA,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"216",109,"kyliereroth@gmail.com","9/3/2025","ILM","BU","001","SonyHX90V",1378,44.88522,-73.3265,2,"E",11.5,"Adult",16.9,"NA - no canopy","Alive","","","",NA,NA,NA,NA,"No",100,"Y","Y","Y","Yes",55,NA,35,30,2.5,1,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"0","1","1","upland","red cedar, butternut, ash, dogwood, sumac ","None apparent","",1386,"confirmed hybrid which Martin regularly cuts, collected by Emma","Y",NA,"red cedar","butternut","ash","dogwood","sumac","","","",NA,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"217",110,"kyliereroth@gmail.com","9/3/2025","ILM","BU","002","SonyHX90V",1448,44.88518,-73.3267,1,"E",42,"Adult",26,"Co-dominant","Alive","","","",NA,NA,NA,NA,"No",90,"Y","Y","Y","Yes",80,65,65,80,4,2,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","butternut, red cedar, sumac, ash ","Vines on the tree","",1452,"collected by Emma","N",NA,"butternut","red cedar","sumac","ash","","","","",NA,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"218",111,"kyliereroth@gmail.com","9/3/2025","ILM","BU","003","SonyHX90V",1440,44.88513,-73.3266,1,"E",35,"Adult",21,"Co-dominant","Alive","","","",NA,NA,NA,NA,"No",95,"N","Y","Y","Yes",70,75,60,80,4,2,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","sumac, dogwood, ash ","None apparent","",1447,"collected by Emma","N",NA,"sumac","dogwood","ash","","","","","",NA,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"219",112,"kyliereroth@gmail.com","9/3/2025","ILM","BU","005","SonyHX90V",1486,44.8846,-73.3267,2,"NE",50,"Adult",51,"Dominant","Alive","","","",NA,NA,NA,NA,"No",100,"N","Y","Y","Yes",15,5,5,10,1,1,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","ash, red cedar, maple, butternut, dogwood ","None apparent","",1495,"tree is aka Luna, collected by Emma ","N",NA,"ash","red cedar","maple","butternut","dogwood","","","",NA,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"",""
"220",113,"kyliereroth@gmail.com","9/9/2025","ILM","BU","006","SonyHX90V",3390,44.88442,-73.3271,0,"",13,"Adult",5.2,"Suppressed","Alive","","","",NA,NA,NA,NA,"No",65,"Y","Y","Y","Yes",15,NA,10,40,2.5,3,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"0","0","0","upland","butternut, red cedar, elm, ash, white cedar, dogwood, white pine","Vines on the tree","",3400,"collected by Kylie ","Y",NA,"butternut","red cedar","elm","ash","white cedar","dogwood","white pine","",NA,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"221",114,"kyliereroth@gmail.com","9/9/2025","ILM","BU","007","SonyHX90V",3340,44.88432,-73.3269,0,"",41,"Adult",39.9,"Dominant","Alive","","","",NA,NA,NA,NA,"Unknown (unable to see)",95,"N","N","Y","Yes",35,20,20,30,2,2,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","maple, red cedar, hickory, ash, basswood","None apparent","",3389,"collected by Kylie ","N",NA,"maple","red cedar","hickory","ash","basswood","","","",NA,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",""
"222",115,"kyliereroth@gmail.com","9/7/2025","ILM","BU","011","SonyHX90V",2477,44.88374,-73.327,7,"NE",2.34,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,38,68,94,46,12.16,"",0,2023,"Alive","",80,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, buckthorn, elm","None apparent","",2486,"4 dead branches but no dead stems, collected by Emma","Y",NA,"red cedar","buckthorn","elm","","","","","",NA,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"223",116,"kyliereroth@gmail.com","9/7/2025","ILM","BU","012","SonyHX90V",2497,44.88351,-73.327,2,"N",1.42,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,83,14,90,93,6.92,"",2,2023,"Alive","",10,"Y","N",0,10,20,"","",NA,"Unsure","0","0","upland","red cedar, bitternut hickory, butternut","None apparent","",2505,"collected by Emma","Y",NA,"red cedar","hickory","butternut","","","","","",NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"224",117,"kyliereroth@gmail.com","9/7/2025","ILM","BU","016","SonyHX90V",2623,44.88354,-73.3272,1,"E",3.2,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,90,96,16.23,"",0,2023,"Alive","",5,"Y","N",10,0,10,"","",NA,"0","0","1","upland","bitternut hickory, butternut, malus, red cedar ","None apparent","",2636,"collected by Emma","Y",NA,"hickory","butternut","malus","red cedar","","","","",NA,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"225",118,"kyliereroth@gmail.com","9/6/2025","ILM","BU","017","SonyHX90V",2409,44.88394,-73.3267,2,"E",25,"Adult",18,"Intermediate","Alive","","","",NA,NA,NA,NA,"No",60,"N","N","Y","Yes",80,40,40,80,3.5,2.5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","red cedar, bitternut, ash","None apparent","",2414,"collected by Emma ","N",NA,"red cedar","hickory","ash","","","","","",NA,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"226",119,"kyliereroth@gmail.com","9/6/2025","ILM","BU","018","SonyHX90V",2379,44.88397,-73.3265,2,"E",50,"Adult",69.4,"Dominant","Alive","","","",NA,NA,NA,NA,"Unknown (unable to see)",100,"N","N","Y","Yes",5,1,0.5,5,1,1.5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","red cedar, basswood, bitternut hickory, dogwood, ash","None apparent","",2388,"collected by Emma","N",NA,"red cedar","basswood","hickory","dogwood","ash","","","",NA,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"227",125,"kyliereroth@gmail.com","9/9/2025","ILM","BU","034","SonyHX90V",3597,44.88345,-73.3294,0,"",38,"Adult",30.7,"Dominant","Alive","","","",NA,NA,NA,NA,"No",2,"N","N","Y","Yes",5,10,15,15,2,4.5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","elderberry, red cedar, cherry, prunus sp, dogwood","Vines on the tree, Other","red cedar ",3608,"collected by catherine","N",NA,"elderberry","red cedar","prunus","prunus","dogwood","","","",NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"228",126,"kyliereroth@gmail.com","9/9/2025","ILM","BU","036","SonyHX90V",3609,44.8835,-73.3297,0,"",46,"Adult",45.2,"Dominant","Alive","","","",NA,NA,NA,NA,"Unknown (unable to see)",60,"N","Y","Y","Yes",10,15,17,30,2.5,2,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","red cedar, butternut, ash","None apparent","",3619,"collected by catherine","N",NA,"red cedar","butternut","ash","","","","","",NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"229",127,"kyliereroth@gmail.com","9/9/2025","ILM","BU","037","SonyHX90V",3620,44.88356,-73.3298,0,"",43,"Adult",36,"Dominant","Alive","","","",NA,NA,NA,NA,"No",0,"N","Y","Y","Yes",25,30,25,30,3,5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"Unsure","0","1","upland","butternut, red cedar, ash ","None apparent","",3634,"collected by catherine","Y",NA,"butternut","red cedar","ash","","","","","",NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"230",128,"kyliereroth@gmail.com","9/8/2025","ILM","BU","039","SonyHX90V",2908,44.88303,-73.3298,0,"",30,"Adult",32,"Dominant","Alive","","","",NA,NA,NA,NA,"No",5,"Y","N","Y","Yes",60,25,20,60,3,4.5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, honeysuckle, elderberry","None apparent","",2922,"collected by Catherine","Y",NA,"red cedar","honeysuckle","elderberry","","","","","",NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"231",130,"kyliereroth@gmail.com","9/8/2025","ILM","BU","042","SonyHX90V",3182,44.88285,-73.3306,0,"",42,"Adult",77.8,"NA - no canopy","Alive","","","",NA,NA,NA,NA,"Unknown (unable to see)",5,"Y","Y","Y","Yes",10,NA,2,5,1,4.5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"0","0","Unsure","upland","ash, red cedar, white cedar, bitternut hickory ","None apparent","",3197,"collected by kylie","Y",NA,"ash","red cedar","white cedar","hickory","","","","",NA,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"232",131,"kyliereroth@gmail.com","9/10/2025","ILM","BU","043","SonyHX90V",3749,44.88292,-73.3307,0,"",45,"Adult",36.9,"Dominant","Alive","","","",NA,NA,NA,NA,"Unknown (unable to see)",85,"N","N","Y","Yes",10,25,25,15,2,1.5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","butternut, white cedar, red cedar, gooseberry, elderberry","None apparent","",3759,"collected by catherine","N",NA,"butternut","white cedar","red cedar","gooseberry","elderberry","","","",NA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,"",""
"233",132,"kyliereroth@gmail.com","9/10/2025","ILM","BU","044","SonyHX90V",3760,44.88296,-73.3308,0,"",34,"Adult",21,"Intermediate","Alive","","","",NA,NA,NA,NA,"No",0,"Y","Y","Y","Yes",20,40,45,40,3.5,5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"0","0","1","upland","white cedar, red cedar, butternut, gooseberry, elderberry ","None apparent","",3774,"collected by catherine","Y",NA,"white cedar","red cedar","butternut","gooseberry","elderberry","","","",NA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,"",""
"234",133,"kyliereroth@gmail.com","9/8/2025","ILM","BU","045","SonyHX90V",2932,44.88276,-73.3295,0,"",34,"Adult",28.5,"Intermediate","Alive","","","",NA,NA,NA,NA,"Unknown (unable to see)",80,"N","N","Y","Yes",55,55,60,70,3.5,1.5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","red cedar, bitternut hickory, buckthorn","Vines on the tree, Other","red cedar",2942,"collected by catherine","N",NA,"red cedar","hickory","buckthorn","","","","","",NA,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"235",134,"kyliereroth@gmail.com","9/7/2025","ILM","BU","046","SonyHX90V",2633,44.88361,-73.3272,3,"E",20,"Adult",7.2,"Intermediate","Alive","","","",NA,NA,NA,NA,"No",100,"Y","N","Y","Yes",30,NA,15,50,2,1.5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"0","0","1","upland","red cedar, bitternut hickory ","None apparent","",2644,"collected by emma ","Y",NA,"red cedar","hickory","","","","","","",NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"236",87,"kyliereroth@gmail.com","9/7/2025","ILM","BU","049","SonyHX90V",2759,44.88343,-73.3272,0,"",3.64,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,86,62,81,70,16.36,"",0,2022,"Alive","",80,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, buckthorn, butternut, shagbark hickory ","None apparent","",2764,"collected by Catherine","Y",NA,"red cedar","buckthorn","butternut","hickory","","","","",NA,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"237",88,"kyliereroth@gmail.com","9/7/2025","ILM","Bu","051","SonyHX90V",2437,44.88371,-73.326929,5,"E",3.58,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,89,96,96,96,16.27,"",0,2024,"Alive","",80,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar","None apparent","",2444,"collected by Emma","Y",NA,"red cedar","","","","","","","",NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"238",93,"kyliereroth@gmail.com","9/8/2025","ILM","BU","054","SonyHX90V",2943,44.88274,-73.3296,0,"",45,"Adult",33.8,"Co-dominant","Alive","","","",NA,NA,NA,NA,"Unknown (unable to see)",75,"N","N","Y","Yes",50,50,30,50,3,2,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","white cedar, bitternut hickory, elm, red cedar","None apparent","",2950,"collected by Catherine","N",NA,"white cedar","hickory","elm","red cedar","","","","",NA,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"239",96,"kyliereroth@gmail.com","9/11/2025","ILM","BU","055","SonyHX90V",4229,44.88297,-73.331,0,"",34,"Adult",30.2,"Dominant","Alive","","","",NA,NA,NA,NA,"Unknown (unable to see)",10,"N","Y","Y","Yes",50,25,15,50,3,4,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","white cedar, butternut, ash, buckthorn, elm","None apparent","",4242,"collected by Kylie","N",NA,"white cedar","butternut","ash","buckthorn","elm","","","",NA,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"240",97,"kyliereroth@gmail.com","9/11/2025","ILM","BU","059","SonyHX90V",4243,44.88297,-73.3313,1,"NW",32,"Adult",55.4,"Co-dominant","Alive","","","",NA,NA,NA,NA,"Unknown (unable to see)",20,"N","N","Y","Yes",35,60,60,75,3.5,2.5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","butternut, white cedar, red cedar, elm, hickory","None apparent","",4254,"collected by Kylie","N",NA,"butternut","white cedar","red cedar","elm","hickory","","","",NA,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"241",86,"cdellolio@mortonarb.org","9/10/2025","ILM","Bu","061","SonyHX90V",3874,44.88587,-73.3286,0,"",42,"Adult",29.5,"Co-dominant","Alive","","","",NA,NA,NA,NA,"Unknown (unable to see)",95,"N","N","Y","Yes",50,25,15,20,2.5,1,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","Ash, butternut, dogwood, red cedar, buckthorn, sumac","None apparent","",3885,"collected by Kylie","N",NA,"ash","butternut","dogwood","red cedar","buckthorn","sumac","","",NA,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"242",305,"cdellolio@mortonarb.org","9/10/2025","ILM","Bu","062","SonyHX90V",3886,44.88589,-73.3285,0,"",37,"Adult",26.3,"Co-dominant","Alive","","","",NA,NA,NA,NA,"Unknown (unable to see)",70,"N","N","Y","Yes",45,NA,15,50,3,1.5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"Unsure","0","0","upland","Ash, butternut, dogwood, red cedar, buckthorn, sumac","None apparent","",3900,"Weird large 2nd trunk, maybe a different tree? has epicormics from that. collected by kylie","Y",NA,"ash","butternut","dogwood","red cedar","buckthorn","sumac","","",NA,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"243",85,"cdellolio@mortonarb.org","9/10/2025","ILM","Bu","063","SonyHX90V",3858,44.88577,-73.3286,0,"",41,"Adult",32,"Co-dominant","Alive","","","",NA,NA,NA,NA,"Unknown (unable to see)",90,"Y","N","Y","Yes",85,45,40,95,3.5,1.5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"0","Unsure","0","upland","Ash, butternut, dogwood, red cedar, buckthorn, sumac","None apparent","",3873,"collected by Kylie","Y",NA,"ash","butternut","dogwood","red cedar","buckthorn","sumac","","",NA,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"244",104,"kyliereroth@gmail.com","9/9/2025","ILM","BU","064","SonyHX90V",3463,44.88456,-73.3277,0,"",42,"Adult",35.5,"Dominant","Alive","","","",NA,NA,NA,NA,"Unknown (unable to see)",85,"N","N","Y","Yes",70,65,45,85,3.5,1.5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","sugar maple, ash, red cedar ","None apparent","",3470,"collected by Catherine","N",NA,"maple","ash","red cedar","","","","","",NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",""
"245",105,"kyliereroth@gmail.com","9/9/2025","ILM","BU","066","SonyHX90V",3480,44.88448,-73.3278,0,"",42,"Adult",27.8,"Co-dominant","Alive","","","",NA,NA,NA,NA,"Unknown (unable to see)",70,"N","N","Y","Yes",20,25,30,30,2.5,2.5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","elm, white cedar, sugar maple, butternut, ash ","None apparent","",3488,"collected by Catherine","N",NA,"elm","white cedar","maple","butternut","ash","","","",NA,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"",""
"246",135,"kyliereroth@gmail.com","9/9/2025","ILM","BU","068","SonyHX90V",3423,44.88471,-73.3271,0,"",43,"Adult",37.7,"Dominant","Alive","","","",NA,NA,NA,NA,"Unknown (unable to see)",95,"N","N","Y","Yes",10,5,5,10,1.5,1.5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","butternut, red cedar, mulberry, elm, oak, ash, maple","None apparent","",3432,"collected by kylie","N",NA,"butternut","red cedar","mulberry","elm","oak","ash","maple","",NA,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,"",""
"247",136,"kyliereroth@gmail.com","9/3/2025","ILM","BU","069","SonyHX90V",1470,44.88486,-73.3271,1,"E",43,"Adult",30.5,"Co-dominant","Alive","","","",NA,NA,NA,NA,"No",95,"N","N","Y","Yes",5,30,20,25,2.5,1,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","shagbark hickory, white cedar, ash, butternut, red cedar ","Vines on the tree","",1475,"collected by emma ","N",NA,"hickory","white cedar","ash","butternut","red cedar","","","",NA,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"248",137,"kyliereroth@gmail.com","9/3/2025","ILM","BU","070","SonyHX90V",1466,44.88493,-73.327,2,"E",55,"Adult",31.9,"Dominant","Alive","","","",NA,NA,NA,NA,"No",95,"N","N","Y","Yes",30,15,15,30,2.5,1.5,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"","","","upland","red cedar, white cedar, butternut, maple, elm, shagbark hickory","None apparent","",1469,"collected by emma","N",NA,"red cedar","white cedar","butternut","maple","elm","hickory","","",NA,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"",""
